name,address,latitude,longitude,placeId,types,phone,website,rating,reviewCount,businessStatus,openingHours,source,query,city,createdAt,updatedAt,reviews,reviewSummary,hours,originalPhone,originalWebsite,enrichedPhones,enrichedWebsites,enrichedEmails,enrichedSocial,enrichedHours,enrichmentSources,enrichmentConfidence,enrichmentDate
Preparatory School La Persévérance,"53W4+MGX, Bohicon, Benin",7.1966902,2.0562564,ChIJJ6cjCAAbJRARife1JomFJbY,primary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:48.697Z
Preparatory School Jardin D'eden,"53HC+VHW, Bohicon, Benin",7.179734700000001,2.071453,ChIJiepOLQAZJRARi9waRg67fz4,primary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:49.092Z
Ceg 3 Bohicon,"01, BP :180, Bohicon, Benin",7.158093099999999,2.053131,ChIJWz5ayhYcJRAR6JVDaXJOrdE,secondary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:49.756Z
La Salle International Catholic School De Bohicon,"52RV+XJG, Unnamed Road, Bohicon, Benin",7.1924458,2.044088,ChIJZyKfz7AbJRARgkYpKB7vH8A,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:57.171Z
Public Primary School De Kpoco,"53HC+FC7, Bohicon, Benin",7.178647799999998,2.0711492,ChIJQUXiQJwZJRARXHnaU52dGh8,primary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:57.485Z
Complex D'excellence Jean Jacques Rousseau,"53V4+9XF, Bohicon, Benin",7.193431100000001,2.0574085,ChIJcWCTuEobJRAR6JzYjmLTlv0,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:53:59.540Z
École enfants et adolescents épanouis,"5379+8XX, Bohicon, Benin",7.1633537,2.0699978,ChIJg09Mp8QfJRARLl1EGdCvr8o,primary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:02.325Z
HECM Bohicon,"Bohicon, Benin",7.1778185,2.0435789,ChIJMfDEFPUbJRARxFnEiYtPu7A,university;point_of_interest;establishment,,,4.7,14,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:06.297Z
Institute Biblique Baptiste Du Bénin,"53GG+3XQ, Bohicon, Benin",7.175198899999999,2.0775541,ChIJzXGr-kwZJRARcpyqqfwMMuI,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:06.694Z
Hidusma Computer Center,"53RF+X84, Bohicon, Benin",7.192394999999999,2.0733148,ChIJu0KRPi4ZJRARH0eVi6h0X4I,point_of_interest;establishment,,,3.7,3,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:09.713Z
Uncle Sam,"Bohicon, Benin",7.179735000000001,2.071453,ChIJP4TIPK8ZJRAREHj4RoBM_wg,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:16.100Z
Ceg Massi,"53HC+VHW route Houegbo, Bohicon, Benin",7.179734700000001,2.071453,ChIJTcTMt2QZJRARA-XeJN8lHns,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:16.367Z
Luc Market's,"Bohicon, Benin",7.1797351,2.0714498,ChIJxwhOrGMZJRARIWWsu5vNRFs,accounting;point_of_interest;finance;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:16.648Z
Weldios Bohicon Annexe,"53R4+W3X, Bohicon, Benin",7.1913521,2.0550871,ChIJgYyxmBkbJRAR7CcvN4ZdpH0,secondary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:16.944Z
Fonkpamè,"dudit village, Situé au bord de la voie Bohicon Oumbèga après le cimetière, Benin",7.179734700000001,2.071453,ChIJ-wgYwUEZJRARTBSgnIpqimg,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:24.465Z
Epp Agbanwémé,"53JG+G6Q, Bohicon, Benin",7.181330200000001,2.0756083,ChIJxVLcTUoZJRARh-MrYRrZTFI,school;point_of_interest;establishment,,,1,2,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:26.162Z
Ctr,"538F+24J, Bohicon, Benin",7.1650785,2.0727563,ChIJcWvLNwAfJRARCS2WlT-QtEM,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:26.797Z
God Live's,"02 BP 169, Bohicon, Benin",7.1909284,2.0672565,ChIJuTc67i0ZJRARhL5ofl3MwC0,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:27.286Z
Lycee Technique Bohicon Lyteb,"52HR+QMP, RNIE4, Benin",7.179476799999999,2.0416507,ChIJ22sBsIMbJRARH0-kSnhct_o,secondary_school;school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:29.984Z
Camp scout Lissezoun,"53X3+82F, Bohicon, Benin",7.1983115,2.0525531,ChIJY6ybMcIbJRARfqLcXibY8-Y,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:31.662Z
CEG AVOGBANA,"636C+MX3, RNIE2, Bohicon, Benin",7.2116425,2.072428,ChIJG10ZD3wZJRARX6rtyYFC2Wg,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:33.464Z
Espace Isep Bohicon,"43RP+HHC Saclo-Kindonou, Bohicon, Benin",7.141432,2.0863978,ChIJM3-EHx0fJRARQ7Y42vZAtxs,school;point_of_interest;establishment,,,3,4,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:35.461Z
Seminar Dela Tres Sainte Eglise De Jc Mission De Banamè,"53R4+W3X, Bohicon, Benin",7.192516899999998,2.0552739,ChIJKf0H3-sbJRARDNAgqXXDh2I,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:36.461Z
Epp Djognangbo,"53HC+VHW, Bohicon, Benin",7.179734700000001,2.071453,ChIJhX8jSoEZJRARzLHP1pspFTM,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:36.807Z
Rina Coiffure,"229, Bohicon, Benin",7.1797351,2.0714498,ChIJ9Xr30BEZJRAR122wyeatB8w,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:38.751Z
School Technique De Bohicon,"Cotonou, Bohicon, Benin",6.3667149,2.3574957,ChIJkR50GglXIxARSHxtQmjrfN8,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:40.665Z
Company Béninoise De Sécurité Alimentaire,"Adame-Ahito, Bohicon, Benin",7.1791633,2.063417100000001,ChIJHx1KA1UbJRARAySTfbeyy2I,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,school,Bohicon,2025-06-14T22:09:03.277Z,2025-06-14T22:09:03.277Z,,,,,,,,,{},,,0,2025-09-26T19:54:41.316Z
Vertus Market Agro,"Godomey, Benin",6.3922117,2.3439976,ChIJp2u39PxXIxARBvGL1PWpUfM,point_of_interest;establishment,,,5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.851Z,2025-06-14T21:43:28.851Z,,,,,,,,,{},,,0,2025-09-26T19:54:41.649Z
Agro-life,"1234, Cotonou, Benin",6.3850032,2.4405869,ChIJgR54OY9VIxARSbgXRz4kkrk,point_of_interest;establishment,,,5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:45.796Z
Soycain Bénin,"01BP292 Cotonou, Qtier Zongo, Benin",6.359258199999999,2.4262182,ChIJHbWCIVNVIxAR2JZSqYQvGzA,point_of_interest;establishment,,,5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:47.383Z
AGROELEVIA,"Cotonou, Benin",6.3562425,2.4277995,ChIJ16VdUABVIxARzuCQvJOd9kk,local_government_office;point_of_interest;establishment,,,4.5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:48.686Z
Finagnon Agro Production,"229, Cotonou, Benin",6.3947249,2.3640587,ChIJP_nvfbZXIxARkOKLUo1eMc0,food;point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:49.030Z
Prestige Animalier,"0229, Cotonou, Benin",6.3821726,2.4002764,ChIJZ6sonuRVIxARqREZE22jSZg,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:52.343Z
Ministère de l'Agriculture de l'Elevage et de la Pêche,"993X+HX3, Rue 371, Cotonou, Benin",6.353898,2.3999172,ChIJJ9HZdzZUIxARI28ikSIATjg,point_of_interest;establishment,,,3.9,11,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:54:54.619Z
Société du Développement des Produits Agricoles (SDPA) SARL,"Immeuble BTA, Zogbadjè, Ruee fin clôture UAC, Calavi, 03 BP 1667 Cotonou, Abomey Calavi, Benin",6.3736675,2.3915312,ChIJ4zlZIkJVIxARTwjqnU5RbFk,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:00.802Z
Flash Agro Business,"O4bp1005 Cotonou, Benin",6.3702928,2.3912362,ChIJn1oI1JdVIxARIXlvDzQJbeU,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:01.514Z
PDI-CVA,"Cotonou, Benin",6.357872599999999,2.3721562,ChIJNa3FgG5XIxARc86WomOlB3I,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:01.815Z
Benin Flowers Revolution Calavi,"98XR+VV5, Cotonou, Benin",6.399648,2.3422645,ChIJW1jnCHtXIxARtlk4RT3AmhY,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:02.090Z
LAMA AGRO BENIN,"akpakpa, +229, Benin",6.5123123,2.3636468,ChIJga662lmvJBARJAVXtvSgA2s,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:11.842Z
Agripreneur Services And Consulting,"04 BP 442, Cotonou, Benin",6.394163,2.3721291,ChIJ-TIUQDdVIxARbyzLtsXRQTQ,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:12.203Z
Agro World Sarl,"Maro Militaire, Cotonou, Benin",6.3700054,2.3912765,ChIJWYIlEXtVIxARQBpBr0iVzUY,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:12.921Z
IITA Bénin,"Rte de Tankpé, Godomey, Benin",6.418705,2.3271275,ChIJNUnPVDmoJBARdjNGaWmgxNY,point_of_interest;establishment,,,4,483,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:13.679Z
Agri-Foods World,"10 BP 727, Cotonou, Benin",6.3702928,2.3912362,ChIJeYtgtbZVIxARjvz1gpAI0sY,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:17.152Z
AIC BENIN,"Cotonou, Benin",6.365282800000001,2.4762728,ChIJrVpCctyrPBAR1M87X7vuvTI,point_of_interest;establishment,,,3.8,25,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:18.769Z
Landscaping and Forestry in Benin,"BP: 425 Abomey-Calavi Finafa, Agori-Plateau 2, Rue de l'Espoir Abomey-Calavi, Benin",6.435148700000001,2.3420892,ChIJb0rqYsmpJBARwk8zGIk2pe4,general_contractor;park;point_of_interest;establishment,,,4.1,7,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:19.185Z
Société béninoise de Développement des Semences et Plants (SoDeSeP),"Parcelle E, 12ᵉ arrondissement, ilot 1196, Cotonou, Benin",6.361794199999999,2.3963954,ChIJh5sq3TdVIxARxJTVPCj4TW4,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:19.602Z
Farm consulting Co,"Abomey calavi, Cotonou, Benin",6.3562425,2.4277995,ChIJ5TDRQelVIxARhcgHeYcGAJo,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:22.286Z
Ets PHENIXIA,"9F9V+9VV, Cotonou, Benin",6.368434700000001,2.4946866,ChIJ8VTo_MKrPBARJ-iMfcZVIdE,point_of_interest;establishment,,,5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:26.822Z
Cotonou,"9C4H+F4V, Cotonou, Benin",6.3562425,2.4277995,ChIJrVm3GQBVIxARVQUEfK5VTSU,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:27.171Z
Ets Centre Cles,"Cotonou, Benin",6.3619834,2.4628871,ChIJsyIh9m-rPBARAfRXfS9t2Y8,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:28.410Z
Alafia Trading Enterprise,"Carre 30 tokpa xoxo, Cotonou, Benin",6.359374700000001,2.4375933,ChIJIW6_C8BVIxAR1BRZOt7TaNA,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.860Z,2025-06-14T21:43:28.860Z,,,,,,,,,{},,,0,2025-09-26T19:55:30.288Z
A.C.G Technologies,"06 BP 2308, Cotonou, Benin",6.372595899999999,2.4470691,ChIJBds_mFdVIxARKUpvT3rPNWg,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:34.652Z
PISCICULTURE DE WIGANO,"99HH+9H5, Cotonou, Benin",6.378616699999999,2.3792717,ChIJPYfVLwBXIxARiShFQVNyZeE,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:36.673Z
Roi fermier entreprise,"Cotonou, Benin",6.3872437,2.3030263,ChIJC27t-61XIxAR46qv7Qkry2g,food;point_of_interest;establishment,,,5,4,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:38.244Z
AgriConseils,"00229, Cotonou, Benin",6.443181,2.3481694,ChIJPwsbImZVIxARHiG2ZzgB0LA,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:40.253Z
Ste Packpassion Sarl,"Lot 1324H Ms Adjovi Qt Hlazounto, Cotonou, Benin",6.369183899999999,2.3911933,ChIJi2xQyiNVIxARlsvEmLefJUQ,point_of_interest;establishment,,,4.5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:43.721Z
Agro Eco Services,"229, Tori-Bossito, Benin",6.5017792,2.14748,ChIJJ4vwpfajJBARf76OqcTCx6A,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:44.495Z
Groupe Veto Services S.A.,"9CM3+HM4, C/1537-D, Sainte, Cotonou, Benin",6.3838776,2.4050339,ChIJW-IIO5RVIxARO-yXkMTkdM4,veterinary_care;food;point_of_interest;establishment,+22956343408,,4,51,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,+22956343408,,+22956343408,,,{},,openstreetmap,30,2025-09-26T19:55:44.782Z
Arrière-Cour Élevage by Dino,"9FM9+W5Q, Rue 1311, Cotonou, Benin",6.3848422,2.4680262,ChIJF2IU2IirPBARgioupwOn_yo,food;point_of_interest;establishment,,,4.3,3,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:46.102Z
Chenayon Raw Cashew Company,"99CR+4F9, Mosquee Dego Degakon, Cotonou, Benin",6.3702928,2.3912362,ChIJl7JcnxBVIxARhCsQc6KWoQM,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:47.716Z
COMPTOIRE DE L'AGROBUSINESS+,"05BP2513, Cotonou, Benin",6.3702928,2.3912362,ChIJP7wteZJVIxAR2ndChoe2_aM,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:48.289Z
Agro Vibes Plus Le Lapin de Fripse,"Calavi tankpe face clôture iita après supermarché carrefour des fruits en allant vers carrefour iita, Abomey - Calavi, Benin",6.4173421,2.3280251,ChIJ5fVWBXKpJBARZU4aJO5iAx8,food;point_of_interest;establishment,,,4.2,22,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:49.628Z
Tchabossou Agro Business,"Togba Houèto, Abomey Calavi, Benin",6.446201299999999,2.3244954,ChIJ79A4-SunJBARvnrA61u6ltU,point_of_interest;establishment,,,4.5,4,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:50.374Z
Ets. Mawounou International,"Cotonou, Benin",6.3787717,2.4827547,ChIJWzMb6I2rPBARgtn5S5DozLM,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:53.928Z
AGRI-DEV,"Cotonou, Benin",6.3557464,2.375191800000001,ChIJgeJ2bEBXIxARr2e4ICUiUKM,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:57.797Z
Agro Best Life,"en face de la Pharmacie Jourdain, Godomey, Benin",6.4025886,2.3392738,ChIJ2_zx-P-pJBARACjHMr-LtIo,food;store;point_of_interest;establishment,,,5,2,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:58.135Z
Ferme agro-pastorale Rehoboth,"GCF2+G92, Ahomey-Lokpo, Benin",6.5237716,2.4008862,ChIJoS46OXStJBARuaPUotDy4Z4,food;point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:55:58.524Z
Centre D'eploration Agronomique & De Diffusion Des Achatines,"Cotonou /Jonquet, Pharmacie ATTINKANMEY, Mosquée Jonquet, Boulevard Steinmetz, Benin",6.3610289,2.4339031,ChIJb1sJMEBVIxARLZ93iXIiMGw,school;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:04.024Z
SOCAR BENIN S.A,"01 BP 6 Akpakpa, Cotonou, Benin",6.3639686,2.4488409,ChIJy6BdiS5VIxARFYnBswDkKKg,home_goods_store;car_repair;car_dealer;food;store;point_of_interest;establishment,,,4.5,143,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:06.722Z
All Service Agricole,"9GGG+R92, Pk 10, Agblangandan, Benin",6.3770625,2.5259375,ChIJFVq6Xc6rPBARGW8zNzp5FPM,food;point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:07.120Z
OGNINWA PUR MIEL DU NORD BENIN,"9C8W+7JM, Cotonou, Benin",6.3657002,2.4465474,ChIJoaN3gOpVIxAReTJBcvOy3I4,point_of_interest;establishment,,,5,1,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:13.807Z
Agbusiness Consulting,"9C2Q+V54 Cotonou Akpakpa non loin de CEG Agblangandan, Cotonou, Benin",6.352187499999999,2.4379375,ChIJ-QV_7wCrPBARQwp1clofwUA,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:16.259Z
Maison Gbaguidi Nestor,"99V6+FX9, Rue 2184B, Cotonou, Benin",6.3936673,2.3624709,ChIJt6c1yslXIxAR_2l4EvCBL_M,food;point_of_interest;establishment,,,5,3,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:17.306Z
Ets cashew bénin,"sikecodji, carré 860, Cotonou, Benin",6.3702928,2.3912362,ChIJOyHRlgVVIxARuRWJ2CLdJ_Q,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:21.874Z
Ferme of Yong Entrepreneur Unlimited,"01BP1049RP, Cotonou, Benin",6.3878605,2.3803757,ChIJtStqwQlWIxAROXOmGY2LRWw,point_of_interest;establishment,,,0,0,OPERATIONAL,,google_places,agricultural service,Cotonou,2025-06-14T21:43:28.861Z,2025-06-14T21:43:28.861Z,,,,,,,,,{},,,0,2025-09-26T19:56:23.806Z
